pedido_id,data_pedido,categoria,produto,quantidade,preco_unitario,receita
431,2024-11-15,Eletrônicos,Batom,4,378.87,1515.48
432,2024-11-16,Casa,Notebook,1,348.12,348.12
433,2024-11-16,Roupas,Tênis de Corrida,2,87.99,175.98
434,2024-11-16,Casa,Batom,3,238.95,716.85
435,2024-11-17,Roupas,Calça Jeans,1,495.2,495.2
436,2024-11-18,Esportes,Fone Bluetooth,1,475.79,475.79
437,2024-11-18,Roupas,Bola de Futebol,3,107.39,322.17
438,2024-11-18,Casa,Calça Jeans,3,291.21,873.63
439,2024-11-19,Roupas,Perfume,1,618.94,618.94
440,2024-11-20,Roupas,Calça Jeans,4,137.93,551.72
441,2024-11-21,Eletrônicos,Fone Bluetooth,1,585.33,585.33
442,2024-11-22,Esportes,Fone Bluetooth,4,217.26,869.04
443,2024-11-25,Esportes,Luminária,4,487.18,1948.72
444,2024-11-25,Roupas,Luminária,2,506.49,1012.98
445,2024-11-26,Roupas,Fone Bluetooth,5,164.16,820.8
446,2024-11-26,Casa,Batom,2,784.9,1569.8
447,2024-11-27,Beleza,Bola de Futebol,5,497.54,2487.7
448,2024-11-27,Roupas,Tênis de Corrida,1,698.4,698.4
449,2024-11-28,Casa,Tênis de Corrida,5,509.62,2548.1
450,2024-11-28,Eletrônicos,Camiseta,3,679.37,2038.11
451,2024-11-28,Esportes,Bola de Futebol,2,754.19,1508.38
452,2024-11-29,Eletrônicos,Batom,1,701.15,701.15
453,2024-11-30,Roupas,Calça Jeans,5,98.34,491.7
454,2024-12-01,Eletrônicos,Luminária,1,125.21,125.21
455,2024-12-01,Eletrônicos,Luminária,4,713.48,2853.92
456,2024-12-01,Roupas,Notebook,2,768.69,1537.38
457,2024-12-03,Casa,Fone Bluetooth,5,272.94,1364.7
458,2024-12-03,Beleza,Notebook,4,239.27,957.08
459,2024-12-04,Casa,Batom,1,200.13,200.13
460,2024-12-04,Eletrônicos,Tênis de Corrida,3,248.45,745.35
461,2024-12-05,Beleza,Perfume,3,706.86,2120.58
462,2024-12-05,Beleza,Calça Jeans,4,628.18,2512.72
463,2024-12-06,Roupas,Notebook,3,323.64,970.92
464,2024-12-07,Eletrônicos,Jogo de Panelas,2,658.84,1317.68
465,2024-12-07,Esportes,Tênis de Corrida,1,359.77,359.77
466,2024-12-08,Casa,Bola de Futebol,5,300.75,1503.75
467,2024-12-08,Casa,Camiseta,5,123.57,617.85
468,2024-12-08,Casa,Tênis de Corrida,4,429.21,1716.84
469,2024-12-09,Casa,Fone Bluetooth,3,792.86,2378.58
470,2024-12-09,Roupas,Perfume,1,372.53,372.53
471,2024-12-10,Eletrônicos,Perfume,4,435.46,1741.84
472,2024-12-11,Roupas,Camiseta,3,775.59,2326.77
473,2024-12-12,Esportes,Jogo de Panelas,1,324.05,324.05
474,2024-12-13,Eletrônicos,Fone Bluetooth,5,421.75,2108.75
475,2024-12-13,Eletrônicos,Perfume,5,680.36,3401.8
476,2024-12-14,Roupas,Fone Bluetooth,1,702.36,702.36
477,2024-12-14,Beleza,Batom,5,690.02,3450.1
478,2024-12-15,Roupas,Bola de Futebol,1,710.45,710.45
479,2024-12-15,Beleza,Batom,2,149.21,298.42
480,2024-12-15,Casa,Notebook,5,649.11,3245.55
481,2024-12-15,Roupas,Bola de Futebol,4,269.68,1078.72
482,2024-12-16,Esportes,Fone Bluetooth,5,330.21,1651.05
483,2024-12-18,Roupas,Bola de Futebol,3,682.12,2046.36
484,2024-12-19,Roupas,Tênis de Corrida,2,237.91,475.82
485,2024-12-19,Esportes,Fone Bluetooth,2,540.42,1080.84
486,2024-12-20,Roupas,Jogo de Panelas,4,358.25,1433.0
487,2024-12-21,Roupas,Jogo de Panelas,5,399.25,1996.25
488,2024-12-22,Casa,Batom,4,252.08,1008.32
489,2024-12-25,Roupas,Bola de Futebol,4,327.78,1311.12
490,2024-12-25,Casa,Luminária,4,332.27,1329.08
491,2024-12-25,Eletrônicos,Fone Bluetooth,5,77.21,386.05
492,2024-12-27,Roupas,Fone Bluetooth,3,168.47,505.41
493,2024-12-27,Eletrônicos,Tênis de Corrida,2,590.35,1180.7
494,2024-12-27,Casa,Bola de Futebol,3,452.49,1357.47
495,2024-12-28,Esportes,Camiseta,1,54.08,54.08
496,2024-12-29,Beleza,Perfume,5,458.75,2293.75
497,2024-12-29,Roupas,Perfume,2,27.86,55.72
498,2024-12-30,Beleza,Perfume,3,493.12,1479.36
499,2024-12-30,Casa,Tênis de Corrida,4,642.34,2569.36
500,2024-12-31,Casa,Jogo de Panelas,3,575.02,1725.06
